label	content
通用---咨询客服电话	人工服务
如何获取电子客票号	如何获取电子客票号
行程-索要发票、行程单等	行程单怎么在这个软件上打印
其他	头等舱（O）是什么意思
其他	如何查询
其他	14J是我在携程上预定的座位，已经取消，为什么还是在航旅纵横中显示占用，并且不可修改
其他	显示孩子的航班与大人不一致
pro版下载	Pro版本如何下载
他人值机-2天内无可办理的行程	为什么手机值机一直显示未找到行程
手机值机---为自己值机索引	如何选座
值机-如何为同行人办理值机	怎么为同伴值机
手机值机托运问题	需要托运行李的能手机值机吗
通用---咨询客服电话	有没有人工服务啊！
值机-值机选座失败	怎么不可以呀选座位
【提取】出现了非本人购票的航班	出现非本人行程是什么意思
带物品登机	坐飞机可以带充电宝吗？
抱怨	加了qq
机场--如何查看机场雷达、交通、大屏、地图	机场雷达怎么开通，开通需要付费么
其他	怎么取消Wallet添加
通用---咨询客服电话	有电话可以打吗客服
航班保护中	保护状态
清真餐素餐	你好！我是吃素的，请麻烦给我订一份素食！
婴儿乘机	婴儿乘机
带物品登机	可以带奶粉吗
其他	你好 我最近有没有飞行
打招呼	你好
行李托运限额	托运行李免费额度
通用---咨询客服电话	人工客服
【提取】行程缺失-如何手添	添加行程
打招呼	在吗
未显示国际行程	为什么我没有全日空的行程
其他	这个怎么处理
证件---修改证件	改身份证怎么改
其他	联航托运
取消值机后是否可以重新值机	我昨天取消了之前选好的飞机座位。今天还可以重新再选一次座位吗？
其他	邮箱
婴儿乘机	婴儿票
其他	值机
行李托运限额	行李托运，随身带上飞机有何要求？
其他	带膏状没问题吧
机票---预订机票	我在购买机票的同时没有购买意外险
其他	国际航班
通用---咨询客服电话	人工客服
机场电话	机场电话
【提取】行程缺失-如何手添	没有历史乘坐航班记录
行程无法添加	外航的行程不能添加吗？
取消值机-如何取消值机	取消值机
其他	同乘机人信息
其他	充电宝
通用---咨询客服电话	人工客服
行程-索要发票、行程单等	差额发票可以补吗？
其他	泡沫类的不算易燃易爆物品吧？
其他	工具箱在哪里
其他	我问什么时候给我选的47K座啊
【提取】行程缺失-如何手添	为什么我的行程看不到
其他	常旅客
值机-值机选座失败	无法值机
他人值机-部分航司儿童不支持办理	问下儿童的值机怎么弄？
携带物品要求	请问橡皮泥可以带上飞机吗
取消值机-如何为自己变更座位	如何调整已选座位
其他	在线值机人数
通用---咨询客服电话	转人工
手机值机---为自己值机索引	怎么在线选座
其他	而且也不能显示电子登机牌
通用---咨询客服电话	客服电话
登机、过检时间	可以提前办理机票吗
行李托运物品要求	可乐可以托运吗
其他	值机柜台在哪儿
其他	咋回事
打招呼	你好
其他	哈尔滨机场国航值机柜台在哪
其他	添加认证
通用---咨询客服电话	你们客服电话多少，我找你们有个事情
【隐私规则】行程提取时间	一年前的行程记录查询
具体开放哪些座位	紧急出口座位怎么才能手机选座
机场有吸烟区吗	请问T3机场里面是否有吸烟室
姓名-认证非本人	显示身份证已被用
其他	机场领取登机牌
其他	充电宝哦
其他	2016年飞行大事记
打招呼	在？
其他	5.0.2无法使用
机场电话	双流机场电话
认证-注销账号	怎么注销？
值机-值机选座失败	手机怎么办不了值机？
其他	选座
航班详情-拥挤度的意思	航班拥挤度
【提取】行程缺失-如何手添	历史关注的航班信息没有了
取消值机-如何取消值机	胡文林的机票怎么取消值机
其他	没有常客卡号
【隐私规则】查询他人行程	可以查其他人的航班吗
证件---修改证件	你好，我的护照换发以后要登记新的护照号
临时乘机证明办理	机场能办临时身份证吗
值机-值机选座失败	为什么我不能值机
其他	mu715
值机-值机选座失败	怎么手机上我选不了座位
乘机证件相关_成年人	你好，购买机票是用台湾通行证，办理手机值机时只有护照和港澳通行证选项，请问要如何选择填写证件？
如何查看行程	忘记航班，能查一下吗
乘机证件相关_成年人	无身份证 乘机
其他	行程
值机-值机选座失败	为什么我选座时显示非本人航班？
登机、过检时间	提前多久到
退票、改签	因飞机延误我要退票怎么解决
其他	工具箱在哪里
其他	请问我什么时候常客卡可显示积分
歧义-如何获取登机牌	如何帮我领登机牌
行程-索要发票、行程单等	我的机票CZ8129在南航柜台不能打印行程单，怎么回事？报销用，在哪儿打印？
其他	你好，了解一下每天攀枝花进出港航班飞机？
延误、取消	HU7825明天的航班取消了吗
其他	国际航班
其他	查看证件号的密码是什么
其他	黄色字体
其他	233633496
取消值机-如何为自己变更座位	改预约值机
其他	我的个人主页设置了为嘛没通过
无法添加同行人	不能添加同行人值机
未显示国际行程	国际航空的为啥没有显示
通用---咨询客服电话	人工服务
他人值机-部分航司儿童不支持办理	儿童办理值机显示失败
其他	凭证号是什么？
打招呼	你好
通用---咨询客服电话	怎么电话联系你们
认证-如何认证	怎么认证港澳通行证
其他	航旅纵横哪里有工具箱
【提取】行程缺失-如何手添	太早了 只记得具体日期和时间可以吗 没有客票订单或者照片了
其他	可以使用电子登机牌吗？
其他	儿童不能作为同行人么
值机-值机选座失败	请问东方航空国际航班不能为同行人选座？
添加新证件格式错误	证件格式错误是什么情况
带物品登机	上海飞厦门可以携带几条香烟
其他	电子登机牌
打招呼	你好
如何为他人值机	为他人值机
接送机---如何预订接送机服务	为什么不能预定接送机了？
其他	我想查出入境记录
打招呼	你好
通用---咨询客服电话	有客服人工电话吗
手机值机---为自己值机索引	成都双流国际机场直飞普吉岛可以网上值机吗
行程无法添加	无法添加行程
其他	机票
值机-值机选座失败	航班不能值机
通用---咨询客服电话	航旅客服电话
其他	人工
其他	值机
机票---预订机票	买机票
姓名-认证非本人	认证信息不是本人
带物品登机	充电宝可以带几个
手机值机托运问题	有行李的可以网上选座吗
行李托运物品要求	固态硬盘可以托运吗
取消值机后果	如果取消值机 会不会影响上飞机
老人乘机	70岁以上可以购票吗
其他	工具箱在哪
值机-值机选座失败	为什么这个软件不能给别人值机了呢
其他	特惠公务舱
带物品登机	水果刀可以带吗
订餐	HU7438有餐吗？
其他	为什么选不了多少就上限了啊
取消值机-如何取消值机	你好，如何取消值机？
其他	凤凰知音
无法认证	认证问题，另一个手机注册，这个手机要登录，不行。另一个已退出，还是不行。
打招呼	Hi
登机、过检时间	国际航班最多可以提前多久办理托运
机票---预订机票	怎么买票
【其他】怎么获得乘机证明	如何打印乘机凭证
行李携带须知	可携带和不可携带规定
其他	重新注册
账户信息-获取不到验证码	输入验证码说是错误，然后重新获得验证码又说号码已经使用？是为什么呢？
其他	航班无法关注
如何进入飞行模式	软件的飞行模式
打招呼	你好
机票---预订机票	购票凭证
其他	买的机票跟出的机票不符
【提取】行程缺失-如何手添	为什么有些机票搜不到了？
手机值机---为自己值机索引	你可以帮我值机吗？
未显示国际行程	我买的国际航班为什么航旅纵横无法显示
值机详情-如何删除常用联系人	删除联系人
其他	吉祥航空
取消值机-如何取消值机	给我办理一下取消值机
